RetailCategoryName,ProductName,TransactionDate,Store Name,Scoring Type,Scoring Value,Sum of #SalesAmount,Sum of #SalesQuantity
Men's Running Shoes,Mens Sneaker,2016-02-07 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-09 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-10 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-13 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-13 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-14 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-18 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-21 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-25 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-27 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-27 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-27 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-02-28 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-02-28 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-02-28 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-01 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-08 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-09 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-11 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-11 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-12 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-13 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-13 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-14 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-14 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-14 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-24 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-25 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-26 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-27 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-28 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-28 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-29 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-03-31 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-03-31 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-03-31 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-01 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-03 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-07 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-08 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-09 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-12 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-13 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-14 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-17 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-18 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-21 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-25 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-27 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-27 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-27 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-28 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-04-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-29 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-04-30 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-04-30 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-02 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-03 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-04 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-04 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-07 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-07 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-07 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-13 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-14 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-15 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-17 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-18 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-18 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-27 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-27 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-27 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-28 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-30 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-05-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-05-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-05-31 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-02 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-10 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-11 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-13 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-13 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-13 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-13 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-14 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-14 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-17 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-18 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-18 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-25 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-27 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-27 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-28 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-28 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-06-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
